"mu1";"mu2";"epsilon1.V1";"epsilon1.V2";"epsilon2.V1";"epsilon2.V2";"pi1";"pi2"
"V1";0.131648491186939;-1.88345134803049;1.05014863793947;0.0522213926396802;0.966869272385394;-0.11089381876232;0.528;0.472
"V2";0.879719475651752;-0.0847518862990152;0.0522213926396802;0.983882285735891;-0.11089381876232;0.979401004349394;0.528;0.472
