"mu1";"mu2";"epsilon1.V1";"epsilon1.V2";"epsilon2.V1";"epsilon2.V2";"pi1";"pi2"
"V1";-0.316489174345128;-1.88338794074236;0.681632044064721;0.119361261221182;1.37520993725293;0.322732046105909;0.45;0.55
"V2";1.0919579550432;0.105120157117346;0.119361261221182;1.01289770710241;0.322732046105909;1.43932877952161;0.45;0.55
