"mu1";"mu2";"epsilon1.V1";"epsilon1.V2";"epsilon2.V1";"epsilon2.V2";"pi1";"pi2"
"V1";-0.0127958430865756;-1.96120939550347;0.968573056379896;-0.0652139686300595;0.990419764393208;0.020949622133635;0.496;0.504
"V2";0.915683022175451;0.0183437551557568;-0.0652139686300595;1.07942842177881;0.020949622133635;0.941285676079647;0.496;0.504
